nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-100600,PT Sibernetika Internasional,Pengembangan,732,2023-11-12 0:00:00,2025-11-13 0:00:00,503649253,2,Sedang,1,Rendah,0
KTRK-100601,PT NetSol Group,Pembelian,993,2023-11-30 0:00:00,2026-08-19 0:00:00,650927619,1,Rendah,0,Rendah,0
KTRK-100602,PT NetSol Solusindo,Pengembangan,575,2023-01-28 0:00:00,2024-08-25 0:00:00,677873122,2,Sedang,1,Sedang,1
KTRK-100603,PT Cakrawala Teknologi Solusindo,Pembelian,281,2024-09-29 0:00:00,2025-07-07 0:00:00,637605105,1,Rendah,0,Rendah,0
KTRK-100604,PT Inovasi Digital Systems,Maintenance,197,2023-01-16 0:00:00,2023-08-01 0:00:00,832156029,0,Tinggi,2,Tinggi,2
KTRK-100605,PT Teknologi Nusantara Systems,Maintenance,443,2023-11-26 0:00:00,2025-02-11 0:00:00,559551674,0,Tinggi,2,Rendah,0
KTRK-100606,PT NetSol Group,Pengembangan,716,2023-12-25 0:00:00,2025-12-10 0:00:00,705228836,2,Sedang,1,Sedang,1
KTRK-100607,PT Indoinovasi Systems,Pengembangan,928,2023-12-16 0:00:00,2026-07-01 0:00:00,812109180,2,Sedang,1,Sedang,1
KTRK-100608,PT Teknologi Nusantara Internasional,Pembelian,184,2024-08-11 0:00:00,2025-02-11 0:00:00,600971238,1,Rendah,0,Rendah,0
KTRK-100609,PT Mitra Satu Solusindo,Pengembangan,315,2023-03-02 0:00:00,2024-01-11 0:00:00,728053457,2,Sedang,1,Sedang,1
KTRK-100610,PT BitData Tbk,Pembelian,183,2023-06-13 0:00:00,2023-12-13 0:00:00,993373423,1,Rendah,0,Tinggi,2
KTRK-100611,PT Digikarya Systems,Pembelian,618,2023-04-24 0:00:00,2025-01-01 0:00:00,711963313,1,Rendah,0,Rendah,0
KTRK-100612,PT Sibernetika Corp,Pembelian,520,2023-07-04 0:00:00,2024-12-05 0:00:00,906850616,1,Rendah,0,Rendah,0
KTRK-100613,PT Cakrawala Teknologi Corp,Maintenance,598,2024-07-04 0:00:00,2026-02-22 0:00:00,878081889,0,Tinggi,2,Tinggi,2
KTRK-100614,PT BitData Tbk,Maintenance,211,2024-08-11 0:00:00,2025-03-10 0:00:00,879778697,0,Tinggi,2,Tinggi,2
KTRK-100615,PT NetSol Solusindo,Pembelian,485,2023-03-08 0:00:00,2024-07-05 0:00:00,961062080,1,Rendah,0,Rendah,0
KTRK-100616,PT Komputasi Utama Tbk,Maintenance,891,2023-05-23 0:00:00,2025-10-30 0:00:00,728340030,0,Tinggi,2,Tinggi,2
KTRK-100617,PT Komputasi Utama Group,Pengembangan,812,2024-07-10 0:00:00,2026-09-30 0:00:00,852677576,2,Sedang,1,Sedang,1
KTRK-100618,PT Sibernetika Tbk,Pengembangan,623,2023-08-13 0:00:00,2025-04-27 0:00:00,652538559,2,Sedang,1,Sedang,1
KTRK-100619,PT Komputasi Utama Solusindo,Pengembangan,803,2024-07-31 0:00:00,2026-10-12 0:00:00,619557195,2,Sedang,1,Sedang,1
KTRK-100620,PT Aksara Teknologi Internasional,Pengembangan,1076,2023-10-04 0:00:00,2026-09-14 0:00:00,762608062,2,Sedang,1,Sedang,1
KTRK-100621,PT BitData Internasional,Pengembangan,784,2023-07-06 0:00:00,2025-08-28 0:00:00,547457357,2,Sedang,1,Sedang,1
KTRK-100622,PT Indoinovasi Internasional,Pembelian,805,2023-07-16 0:00:00,2025-09-28 0:00:00,685867097,1,Rendah,0,Rendah,0
KTRK-100623,PT Solusi Digital Internasional,Pembelian,224,2024-09-18 0:00:00,2025-04-30 0:00:00,772451410,1,Rendah,0,Rendah,0
KTRK-100624,PT Digikarya Systems,Pengembangan,638,2023-06-23 0:00:00,2025-03-22 0:00:00,737011951,2,Sedang,1,Sedang,1
KTRK-100625,PT Inovasi Digital Solusindo,Pembelian,1004,2023-01-20 0:00:00,2025-10-20 0:00:00,825101605,1,Rendah,0,Rendah,0
KTRK-100626,PT Solusi Digital Internasional,Pembelian,290,2023-12-10 0:00:00,2024-09-25 0:00:00,702045255,1,Rendah,0,Rendah,0
KTRK-100627,PT Indoinovasi Group,Maintenance,191,2023-03-07 0:00:00,2023-09-14 0:00:00,993224107,0,Tinggi,2,Tinggi,2
KTRK-100628,PT Sibernetika Systems,Pembelian,475,2024-12-24 0:00:00,2026-04-13 0:00:00,887239297,1,Rendah,0,Rendah,0
KTRK-100629,PT Sibernetika Group,Pengembangan,901,2023-10-18 0:00:00,2026-04-06 0:00:00,904546753,2,Sedang,1,Sedang,1
KTRK-100630,PT Sibernetika Corp,Pembelian,410,2024-10-28 0:00:00,2025-12-12 0:00:00,777798508,1,Rendah,0,Rendah,0
KTRK-100631,PT Mitra Satu Corp,Pengembangan,899,2023-06-24 0:00:00,2025-12-09 0:00:00,952505007,2,Sedang,1,Sedang,1
KTRK-100632,PT Komputasi Utama Tbk,Maintenance,956,2023-07-21 0:00:00,2026-03-03 0:00:00,885094611,0,Tinggi,2,Tinggi,2
KTRK-100633,PT Cakrawala Teknologi Corp,Pengembangan,382,2023-05-07 0:00:00,2024-05-23 0:00:00,692410871,2,Sedang,1,Sedang,1
KTRK-100634,PT Inovasi Digital Corp,Pengembangan,198,2023-04-22 0:00:00,2023-11-06 0:00:00,708560180,2,Sedang,1,Rendah,0
KTRK-100635,PT Koneksi Global Systems,Maintenance,617,2024-10-07 0:00:00,2026-06-16 0:00:00,576298682,0,Tinggi,2,Tinggi,2
KTRK-100636,PT BitData Tbk,Pengembangan,338,2023-02-06 0:00:00,2024-01-10 0:00:00,666910970,2,Sedang,1,Sedang,1
KTRK-100637,PT Aksara Teknologi Systems,Maintenance,611,2024-02-01 0:00:00,2025-10-04 0:00:00,606328914,0,Tinggi,2,Tinggi,2
KTRK-100638,PT Koneksi Global Corp,Pengembangan,632,2024-02-22 0:00:00,2025-11-15 0:00:00,816582806,2,Sedang,1,Sedang,1
KTRK-100639,PT Aksara Teknologi Systems,Maintenance,385,2024-11-04 0:00:00,2025-11-24 0:00:00,573636528,0,Tinggi,2,Rendah,0
KTRK-100640,PT Cakrawala Teknologi Systems,Pengembangan,564,2024-02-14 0:00:00,2025-08-31 0:00:00,581684737,2,Sedang,1,Sedang,1
KTRK-100641,PT Indoinovasi Group,Maintenance,1042,2023-08-19 0:00:00,2026-06-26 0:00:00,808873331,0,Tinggi,2,Tinggi,2
KTRK-100642,PT BitData Internasional,Pengembangan,924,2024-09-06 0:00:00,2027-03-19 0:00:00,777287770,2,Sedang,1,Sedang,1
KTRK-100643,PT Sibernetika Internasional,Pembelian,1074,2024-02-29 0:00:00,2027-02-07 0:00:00,626917668,1,Rendah,0,Rendah,0
KTRK-100644,PT Aksara Teknologi Group,Pengembangan,215,2023-02-14 0:00:00,2023-09-17 0:00:00,684855326,2,Sedang,1,Sedang,1
KTRK-100645,PT Digikarya Group,Pembelian,469,2024-02-20 0:00:00,2025-06-03 0:00:00,563107808,1,Rendah,0,Rendah,0
KTRK-100646,PT NetSol Tbk,Maintenance,438,2023-06-04 0:00:00,2024-08-15 0:00:00,591378013,0,Tinggi,2,Tinggi,2
KTRK-100647,PT Inovasi Digital Internasional,Pengembangan,516,2024-09-06 0:00:00,2026-02-04 0:00:00,753808725,2,Sedang,1,Sedang,1
KTRK-100648,PT Inovasi Digital Internasional,Pengembangan,306,2024-01-06 0:00:00,2024-11-07 0:00:00,777769537,2,Sedang,1,Sedang,1
KTRK-100649,PT Koneksi Global Group,Maintenance,540,2024-06-01 0:00:00,2025-11-23 0:00:00,652730447,0,Tinggi,2,Tinggi,2
KTRK-100650,PT BitData Solusindo,Pengembangan,1053,2023-12-20 0:00:00,2026-11-07 0:00:00,736831989,2,Sedang,1,Sedang,1
KTRK-100651,PT Sibernetika Systems,Pengembangan,288,2023-11-05 0:00:00,2024-08-19 0:00:00,909932180,2,Sedang,1,Sedang,1
KTRK-100652,PT Komputasi Utama Internasional,Maintenance,506,2024-04-30 0:00:00,2025-09-18 0:00:00,712287261,0,Tinggi,2,Tinggi,2
KTRK-100653,PT BitData Solusindo,Pengembangan,192,2024-09-20 0:00:00,2025-03-31 0:00:00,898683499,2,Sedang,1,Sedang,1
KTRK-100654,PT NetSol Corp,Pembelian,672,2024-11-17 0:00:00,2026-09-20 0:00:00,993458341,1,Rendah,0,Sedang,1
KTRK-100655,PT Inovasi Digital Systems,Maintenance,861,2023-03-22 0:00:00,2025-07-30 0:00:00,856924298,0,Tinggi,2,Tinggi,2
KTRK-100656,PT Cakrawala Teknologi Systems,Pembelian,413,2024-05-21 0:00:00,2025-07-08 0:00:00,804444758,1,Rendah,0,Rendah,0
KTRK-100657,PT Indoinovasi Tbk,Pengembangan,402,2023-04-27 0:00:00,2024-06-02 0:00:00,995331133,2,Sedang,1,Tinggi,2
KTRK-100658,PT Aksara Teknologi Group,Maintenance,289,2023-11-25 0:00:00,2024-09-09 0:00:00,987726120,0,Tinggi,2,Tinggi,2
KTRK-100659,PT Koneksi Global Solusindo,Maintenance,314,2024-07-18 0:00:00,2025-05-28 0:00:00,685610492,0,Tinggi,2,Rendah,0
KTRK-100660,PT Digikarya Solusindo,Pengembangan,382,2023-06-18 0:00:00,2024-07-04 0:00:00,512190393,2,Sedang,1,Sedang,1
KTRK-100661,PT Indoinovasi Solusindo,Pengembangan,780,2024-01-14 0:00:00,2026-03-04 0:00:00,934278196,2,Sedang,1,Sedang,1
KTRK-100662,PT Koneksi Global Solusindo,Pengembangan,1091,2023-07-02 0:00:00,2026-06-27 0:00:00,846183882,2,Sedang,1,Sedang,1
KTRK-100663,PT Solusi Digital Solusindo,Maintenance,373,2024-03-26 0:00:00,2025-04-03 0:00:00,757729631,0,Tinggi,2,Rendah,0
KTRK-100664,PT BitData Internasional,Pembelian,1012,2024-10-28 0:00:00,2027-08-06 0:00:00,628299691,1,Rendah,0,Rendah,0
KTRK-100665,PT Cakrawala Teknologi Group,Pembelian,533,2023-07-28 0:00:00,2025-01-11 0:00:00,638462838,1,Rendah,0,Rendah,0
KTRK-100666,PT NetSol Corp,Pengembangan,966,2023-02-11 0:00:00,2025-10-04 0:00:00,606482889,2,Sedang,1,Rendah,0
KTRK-100667,PT Komputasi Utama Internasional,Maintenance,207,2023-07-28 0:00:00,2024-02-20 0:00:00,993447236,0,Tinggi,2,Rendah,0
KTRK-100668,PT Teknologi Nusantara Tbk,Pengembangan,453,2023-12-26 0:00:00,2025-03-23 0:00:00,772984315,2,Sedang,1,Sedang,1
KTRK-100669,PT Inovasi Digital Solusindo,Maintenance,990,2023-10-03 0:00:00,2026-06-19 0:00:00,664595069,0,Tinggi,2,Tinggi,2
KTRK-100670,PT Solusi Digital Solusindo,Maintenance,683,2023-03-30 0:00:00,2025-02-10 0:00:00,952148656,0,Tinggi,2,Tinggi,2
KTRK-100671,PT Inovasi Digital Group,Pengembangan,429,2023-11-17 0:00:00,2025-01-19 0:00:00,951742379,2,Sedang,1,Sedang,1
KTRK-100672,PT Mitra Satu Solusindo,Maintenance,325,2024-09-30 0:00:00,2025-08-21 0:00:00,770890088,0,Tinggi,2,Tinggi,2
KTRK-100673,PT Koneksi Global Systems,Maintenance,494,2024-06-05 0:00:00,2025-10-12 0:00:00,852621962,0,Tinggi,2,Tinggi,2
KTRK-100674,PT Koneksi Global Group,Maintenance,720,2023-12-25 0:00:00,2025-12-14 0:00:00,796852663,0,Tinggi,2,Tinggi,2
KTRK-100675,PT Inovasi Digital Group,Maintenance,1021,2023-04-11 0:00:00,2026-01-26 0:00:00,592774463,0,Tinggi,2,Tinggi,2
KTRK-100676,PT Cakrawala Teknologi Solusindo,Pembelian,878,2024-12-18 0:00:00,2027-05-15 0:00:00,921734465,1,Rendah,0,Rendah,0
KTRK-100677,PT NetSol Group,Pengembangan,795,2024-07-27 0:00:00,2026-09-30 0:00:00,546298379,2,Sedang,1,Sedang,1
KTRK-100678,PT Cakrawala Teknologi Group,Maintenance,588,2024-11-20 0:00:00,2026-07-01 0:00:00,851454537,0,Tinggi,2,Tinggi,2
KTRK-100679,PT NetSol Corp,Maintenance,510,2023-07-06 0:00:00,2024-11-27 0:00:00,957001121,0,Tinggi,2,Tinggi,2
KTRK-100680,PT Teknologi Nusantara Solusindo,Pembelian,1056,2024-07-13 0:00:00,2027-06-04 0:00:00,893337853,1,Rendah,0,Rendah,0
KTRK-100681,PT Komputasi Utama Group,Pengembangan,516,2024-09-29 0:00:00,2026-02-27 0:00:00,845422655,2,Sedang,1,Sedang,1
KTRK-100682,PT Komputasi Utama Tbk,Maintenance,617,2023-12-27 0:00:00,2025-09-04 0:00:00,620469032,0,Tinggi,2,Tinggi,2
KTRK-100683,PT Cakrawala Teknologi Corp,Maintenance,401,2024-07-25 0:00:00,2025-08-30 0:00:00,702371140,0,Tinggi,2,Tinggi,2
KTRK-100684,PT Inovasi Digital Solusindo,Pembelian,376,2023-02-10 0:00:00,2024-02-21 0:00:00,899884089,1,Rendah,0,Rendah,0
KTRK-100685,PT Cakrawala Teknologi Solusindo,Pengembangan,522,2023-04-13 0:00:00,2024-09-16 0:00:00,597973381,2,Sedang,1,Sedang,1
KTRK-100686,PT Sibernetika Solusindo,Pembelian,629,2023-12-22 0:00:00,2025-09-11 0:00:00,879676143,1,Rendah,0,Rendah,0
KTRK-100687,PT Indoinovasi Corp,Maintenance,738,2024-01-22 0:00:00,2026-01-29 0:00:00,648676013,0,Tinggi,2,Tinggi,2
KTRK-100688,PT Aksara Teknologi Systems,Maintenance,1009,2024-06-06 0:00:00,2027-03-12 0:00:00,708424733,0,Tinggi,2,Tinggi,2
KTRK-100689,PT Cakrawala Teknologi Tbk,Maintenance,1028,2023-02-10 0:00:00,2025-12-04 0:00:00,937341742,0,Tinggi,2,Tinggi,2
KTRK-100690,PT Cakrawala Teknologi Solusindo,Pengembangan,980,2023-10-21 0:00:00,2026-06-27 0:00:00,813127097,2,Sedang,1,Sedang,1
KTRK-100691,PT Mitra Satu Solusindo,Pengembangan,791,2024-01-20 0:00:00,2026-03-21 0:00:00,788137015,2,Sedang,1,Sedang,1
KTRK-100692,PT Mitra Satu Corp,Maintenance,366,2024-02-07 0:00:00,2025-02-07 0:00:00,567540060,0,Tinggi,2,Rendah,0
KTRK-100693,PT Aksara Teknologi Solusindo,Pembelian,559,2023-04-07 0:00:00,2024-10-17 0:00:00,597311083,1,Rendah,0,Rendah,0
KTRK-100694,PT Solusi Digital Tbk,Pengembangan,972,2023-06-25 0:00:00,2026-02-21 0:00:00,599896899,2,Sedang,1,Rendah,0
KTRK-100695,PT Komputasi Utama Group,Pengembangan,913,2024-02-13 0:00:00,2026-08-14 0:00:00,901417204,2,Sedang,1,Sedang,1
KTRK-100696,PT Aksara Teknologi Solusindo,Pembelian,273,2024-09-12 0:00:00,2025-06-12 0:00:00,637988222,1,Rendah,0,Rendah,0
KTRK-100697,PT Inovasi Digital Group,Pengembangan,499,2023-09-26 0:00:00,2025-02-06 0:00:00,844140828,2,Sedang,1,Sedang,1
KTRK-100698,PT Solusi Digital Systems,Maintenance,1031,2024-03-16 0:00:00,2027-01-11 0:00:00,840008815,0,Tinggi,2,Tinggi,2
KTRK-100699,PT Aksara Teknologi Tbk,Pembelian,750,2023-09-15 0:00:00,2025-10-04 0:00:00,527927119,1,Rendah,0,Rendah,0
KTRK-100700,PT Solusi Digital Group,Maintenance,860,2023-01-21 0:00:00,2025-05-30 0:00:00,965509755,0,Tinggi,2,Tinggi,2
KTRK-100701,PT Koneksi Global Tbk,Maintenance,1015,2024-09-25 0:00:00,2027-07-07 0:00:00,564796417,0,Tinggi,2,Tinggi,2
KTRK-100702,PT Mitra Satu Tbk,Pengembangan,691,2023-03-13 0:00:00,2025-02-01 0:00:00,637767188,2,Sedang,1,Sedang,1
KTRK-100703,PT NetSol Group,Maintenance,318,2023-08-26 0:00:00,2024-07-09 0:00:00,802565697,0,Tinggi,2,Tinggi,2
KTRK-100704,PT Solusi Digital Systems,Maintenance,510,2023-06-26 0:00:00,2024-11-17 0:00:00,680450608,0,Tinggi,2,Tinggi,2
KTRK-100705,PT Koneksi Global Corp,Pengembangan,841,2023-08-28 0:00:00,2025-12-16 0:00:00,958330376,2,Sedang,1,Sedang,1
KTRK-100706,PT Koneksi Global Solusindo,Pengembangan,558,2023-07-04 0:00:00,2025-01-12 0:00:00,814390578,2,Sedang,1,Sedang,1
KTRK-100707,PT Aksara Teknologi Solusindo,Pembelian,952,2023-05-10 0:00:00,2025-12-17 0:00:00,574337527,1,Rendah,0,Rendah,0
KTRK-100708,PT Teknologi Nusantara Group,Maintenance,1051,2023-04-04 0:00:00,2026-02-18 0:00:00,707050812,0,Tinggi,2,Tinggi,2
KTRK-100709,PT BitData Group,Maintenance,479,2024-10-01 0:00:00,2026-01-23 0:00:00,544522809,0,Tinggi,2,Rendah,0
KTRK-100710,PT Inovasi Digital Corp,Maintenance,520,2023-10-16 0:00:00,2025-03-19 0:00:00,656007415,0,Tinggi,2,Tinggi,2
KTRK-100711,PT Digikarya Group,Pengembangan,1077,2023-08-16 0:00:00,2026-07-28 0:00:00,908292155,2,Sedang,1,Sedang,1
KTRK-100712,PT BitData Systems,Maintenance,630,2024-12-25 0:00:00,2026-09-16 0:00:00,500780657,0,Tinggi,2,Tinggi,2
KTRK-100713,PT Indoinovasi Internasional,Maintenance,1037,2024-07-26 0:00:00,2027-05-29 0:00:00,628301638,0,Tinggi,2,Tinggi,2
KTRK-100714,PT Cakrawala Teknologi Corp,Maintenance,1067,2023-05-26 0:00:00,2026-04-27 0:00:00,561149764,0,Tinggi,2,Tinggi,2
KTRK-100715,PT Sibernetika Systems,Maintenance,606,2024-03-07 0:00:00,2025-11-03 0:00:00,764559317,0,Tinggi,2,Tinggi,2
KTRK-100716,PT Sibernetika Corp,Pembelian,601,2023-03-22 0:00:00,2024-11-12 0:00:00,757715730,1,Rendah,0,Rendah,0
KTRK-100717,PT Digikarya Systems,Pengembangan,539,2024-07-16 0:00:00,2026-01-06 0:00:00,635188271,2,Sedang,1,Sedang,1
KTRK-100718,PT Inovasi Digital Group,Pembelian,738,2023-06-29 0:00:00,2025-07-06 0:00:00,899248381,1,Rendah,0,Rendah,0
KTRK-100719,PT Cakrawala Teknologi Corp,Pengembangan,992,2023-01-06 0:00:00,2025-09-24 0:00:00,924561623,2,Sedang,1,Sedang,1
KTRK-100720,PT BitData Systems,Pembelian,396,2024-12-01 0:00:00,2026-01-01 0:00:00,566207287,1,Rendah,0,Rendah,0
KTRK-100721,PT Inovasi Digital Corp,Pembelian,921,2024-10-13 0:00:00,2027-04-22 0:00:00,677448857,1,Rendah,0,Rendah,0
KTRK-100722,PT NetSol Group,Pengembangan,643,2024-10-31 0:00:00,2026-08-05 0:00:00,981576052,2,Sedang,1,Sedang,1
KTRK-100723,PT Cakrawala Teknologi Corp,Pengembangan,637,2023-01-01 0:00:00,2024-09-29 0:00:00,600222571,2,Sedang,1,Sedang,1
KTRK-100724,PT Cakrawala Teknologi Systems,Maintenance,765,2023-11-10 0:00:00,2025-12-14 0:00:00,807176314,0,Tinggi,2,Tinggi,2
KTRK-100725,PT Koneksi Global Solusindo,Maintenance,1023,2023-11-29 0:00:00,2026-09-17 0:00:00,507353945,0,Tinggi,2,Tinggi,2
KTRK-100726,PT Mitra Satu Systems,Maintenance,517,2023-05-19 0:00:00,2024-10-17 0:00:00,612579574,0,Tinggi,2,Tinggi,2
KTRK-100727,PT Digikarya Internasional,Pembelian,590,2024-04-16 0:00:00,2025-11-27 0:00:00,815487645,1,Rendah,0,Rendah,0
KTRK-100728,PT Teknologi Nusantara Group,Pengembangan,633,2024-10-31 0:00:00,2026-07-26 0:00:00,513471522,2,Sedang,1,Sedang,1
KTRK-100729,PT Komputasi Utama Group,Pengembangan,474,2024-12-30 0:00:00,2026-04-18 0:00:00,974129533,2,Sedang,1,Sedang,1
KTRK-100730,PT Aksara Teknologi Group,Pengembangan,712,2023-07-23 0:00:00,2025-07-04 0:00:00,511463670,2,Sedang,1,Rendah,0
KTRK-100731,PT Indoinovasi Corp,Pengembangan,707,2023-06-03 0:00:00,2025-05-10 0:00:00,520609473,2,Sedang,1,Rendah,0
KTRK-100732,PT Digikarya Corp,Pengembangan,793,2023-04-28 0:00:00,2025-06-29 0:00:00,906766422,2,Sedang,1,Sedang,1
KTRK-100733,PT Cakrawala Teknologi Systems,Maintenance,629,2024-07-24 0:00:00,2026-04-14 0:00:00,784331247,0,Tinggi,2,Tinggi,2
KTRK-100734,PT Teknologi Nusantara Group,Maintenance,520,2024-01-28 0:00:00,2025-07-01 0:00:00,680377348,0,Tinggi,2,Tinggi,2
KTRK-100735,PT Aksara Teknologi Tbk,Maintenance,623,2023-02-15 0:00:00,2024-10-30 0:00:00,785772750,0,Tinggi,2,Tinggi,2
KTRK-100736,PT NetSol Group,Maintenance,525,2023-05-20 0:00:00,2024-10-26 0:00:00,996479581,0,Tinggi,2,Tinggi,2
KTRK-100737,PT Inovasi Digital Internasional,Maintenance,1059,2024-12-09 0:00:00,2027-11-03 0:00:00,532886248,0,Tinggi,2,Tinggi,2
KTRK-100738,PT Digikarya Internasional,Maintenance,820,2024-10-20 0:00:00,2027-01-18 0:00:00,554066215,0,Tinggi,2,Sedang,1
KTRK-100739,PT Aksara Teknologi Tbk,Pengembangan,654,2023-02-18 0:00:00,2024-12-03 0:00:00,616522082,2,Sedang,1,Sedang,1
KTRK-100740,PT Digikarya Group,Pembelian,726,2024-03-14 0:00:00,2026-03-10 0:00:00,841125734,1,Rendah,0,Rendah,0
KTRK-100741,PT NetSol Corp,Pengembangan,556,2024-03-25 0:00:00,2025-10-02 0:00:00,759707414,2,Sedang,1,Sedang,1
KTRK-100742,PT Teknologi Nusantara Systems,Pembelian,223,2023-06-18 0:00:00,2024-01-27 0:00:00,746678480,1,Rendah,0,Rendah,0
KTRK-100743,PT Komputasi Utama Systems,Maintenance,542,2023-08-04 0:00:00,2025-01-27 0:00:00,914250960,0,Tinggi,2,Tinggi,2
KTRK-100744,PT Komputasi Utama Corp,Pengembangan,643,2024-04-08 0:00:00,2026-01-11 0:00:00,576746825,2,Sedang,1,Sedang,1
KTRK-100745,PT Indoinovasi Tbk,Pengembangan,269,2023-02-23 0:00:00,2023-11-19 0:00:00,568892228,2,Sedang,1,Sedang,1
KTRK-100746,PT Cakrawala Teknologi Solusindo,Pembelian,643,2023-04-14 0:00:00,2025-01-16 0:00:00,545175413,1,Rendah,0,Rendah,0
KTRK-100747,PT Indoinovasi Solusindo,Pembelian,752,2024-08-19 0:00:00,2026-09-10 0:00:00,701376774,1,Rendah,0,Rendah,0
KTRK-100748,PT Teknologi Nusantara Solusindo,Maintenance,472,2024-07-14 0:00:00,2025-10-29 0:00:00,860077180,0,Tinggi,2,Tinggi,2
KTRK-100749,PT Komputasi Utama Systems,Pengembangan,721,2024-11-10 0:00:00,2026-11-01 0:00:00,683275526,2,Sedang,1,Sedang,1
KTRK-100750,PT Digikarya Solusindo,Maintenance,811,2023-06-27 0:00:00,2025-09-15 0:00:00,897012359,0,Tinggi,2,Tinggi,2
KTRK-100751,PT Sibernetika Internasional,Pembelian,1059,2023-05-24 0:00:00,2026-04-17 0:00:00,984679625,1,Rendah,0,Rendah,0
KTRK-100752,PT Koneksi Global Solusindo,Pembelian,777,2023-06-26 0:00:00,2025-08-11 0:00:00,837897504,1,Rendah,0,Rendah,0
KTRK-100753,PT Indoinovasi Systems,Pembelian,787,2024-08-21 0:00:00,2026-10-17 0:00:00,637601069,1,Rendah,0,Rendah,0
KTRK-100754,PT Koneksi Global Tbk,Pembelian,547,2023-09-01 0:00:00,2025-03-01 0:00:00,752840230,1,Rendah,0,Rendah,0
KTRK-100755,PT Koneksi Global Group,Maintenance,623,2023-02-04 0:00:00,2024-10-19 0:00:00,695213014,0,Tinggi,2,Tinggi,2
KTRK-100756,PT Solusi Digital Tbk,Pengembangan,433,2024-12-15 0:00:00,2026-02-21 0:00:00,515459526,2,Sedang,1,Sedang,1
KTRK-100757,PT BitData Systems,Maintenance,905,2024-06-28 0:00:00,2026-12-20 0:00:00,675429792,0,Tinggi,2,Tinggi,2
KTRK-100758,PT Sibernetika Corp,Pembelian,733,2024-05-11 0:00:00,2026-05-14 0:00:00,536242139,1,Rendah,0,Rendah,0
KTRK-100759,PT Koneksi Global Tbk,Pembelian,1091,2023-08-11 0:00:00,2026-08-06 0:00:00,648975305,1,Rendah,0,Rendah,0
KTRK-100760,PT Aksara Teknologi Group,Pembelian,586,2023-09-06 0:00:00,2025-04-14 0:00:00,896988303,1,Rendah,0,Rendah,0
KTRK-100761,PT Indoinovasi Solusindo,Pengembangan,976,2024-09-01 0:00:00,2027-05-05 0:00:00,897550559,2,Sedang,1,Sedang,1
KTRK-100762,PT Komputasi Utama Solusindo,Pembelian,801,2024-12-06 0:00:00,2027-02-15 0:00:00,539602039,1,Rendah,0,Rendah,0
KTRK-100763,PT Teknologi Nusantara Tbk,Pengembangan,468,2023-10-03 0:00:00,2025-01-13 0:00:00,552758090,2,Sedang,1,Sedang,1
KTRK-100764,PT Inovasi Digital Group,Pengembangan,777,2023-08-10 0:00:00,2025-09-25 0:00:00,647866874,2,Sedang,1,Sedang,1
KTRK-100765,PT Digikarya Solusindo,Pembelian,340,2024-06-30 0:00:00,2025-06-05 0:00:00,657516544,1,Rendah,0,Rendah,0
KTRK-100766,PT Inovasi Digital Corp,Pembelian,608,2023-07-20 0:00:00,2025-03-19 0:00:00,519024113,1,Rendah,0,Rendah,0
KTRK-100767,PT Indoinovasi Systems,Maintenance,985,2024-07-03 0:00:00,2027-03-15 0:00:00,865960098,0,Tinggi,2,Tinggi,2
KTRK-100768,PT Mitra Satu Solusindo,Pembelian,631,2023-01-18 0:00:00,2024-10-10 0:00:00,581681591,1,Rendah,0,Rendah,0
KTRK-100769,PT Mitra Satu Internasional,Pembelian,426,2024-09-05 0:00:00,2025-11-05 0:00:00,943085379,1,Rendah,0,Rendah,0
KTRK-100770,PT BitData Tbk,Pembelian,767,2023-10-28 0:00:00,2025-12-03 0:00:00,623150542,1,Rendah,0,Rendah,0
KTRK-100771,PT Digikarya Tbk,Pembelian,939,2023-07-06 0:00:00,2026-01-30 0:00:00,937426726,1,Rendah,0,Rendah,0
KTRK-100772,PT Aksara Teknologi Solusindo,Pengembangan,263,2023-12-21 0:00:00,2024-09-09 0:00:00,885226745,2,Sedang,1,Sedang,1
KTRK-100773,PT Teknologi Nusantara Group,Pembelian,729,2023-12-08 0:00:00,2025-12-06 0:00:00,538330908,1,Rendah,0,Rendah,0
KTRK-100774,PT Komputasi Utama Tbk,Pengembangan,286,2024-06-30 0:00:00,2025-04-12 0:00:00,948512872,2,Sedang,1,Sedang,1
KTRK-100775,PT Digikarya Solusindo,Maintenance,558,2024-06-26 0:00:00,2026-01-05 0:00:00,847269344,0,Tinggi,2,Tinggi,2
KTRK-100776,PT NetSol Systems,Maintenance,381,2024-07-07 0:00:00,2025-07-23 0:00:00,869738151,0,Tinggi,2,Tinggi,2
KTRK-100777,PT Mitra Satu Tbk,Pembelian,525,2023-04-27 0:00:00,2024-10-03 0:00:00,654780857,1,Rendah,0,Rendah,0
KTRK-100778,PT Sibernetika Internasional,Pembelian,629,2024-04-16 0:00:00,2026-01-05 0:00:00,585831170,1,Rendah,0,Rendah,0
KTRK-100779,PT Indoinovasi Internasional,Pembelian,938,2024-05-15 0:00:00,2026-12-09 0:00:00,778824882,1,Rendah,0,Rendah,0
