nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak
KTRK-101201,PT Koneksi Global Corp,Pembelian,271,2024-09-04,2025-06-02,"Rp338.210.198,00"
KTRK-101202,PT Inovasi Digital Corp,Maintenance,783,2023-11-27,2026-01-18,"Rp434.826.964,00"
KTRK-101203,PT Teknologi Nusantara Solusindo,Pengembangan,776,2023-12-18,2026-02-01,"Rp271.807.426,00"
KTRK-101204,PT Komputasi Utama Group,Maintenance,386,2024-11-04,2025-11-25,"Rp437.572.452,00"
KTRK-101205,PT NetSol Systems,Maintenance,257,2024-10-24,2025-07-08,"Rp318.747.451,00"
KTRK-101206,PT Sibernetika Group,Pembelian,939,2024-09-11,2027-04-08,"Rp460.214.762,00"
KTRK-101207,PT Inovasi Digital Tbk,Maintenance,1027,2023-09-05,2026-06-28,"Rp302.070.936,00"
KTRK-101208,PT Aksara Teknologi Group,Maintenance,264,2023-11-19,2024-08-09,"Rp397.672.025,00"
KTRK-101209,PT Digikarya Internasional,Pembelian,961,2024-12-23,2027-08-11,"Rp308.883.899,00"
KTRK-101210,PT NetSol Internasional,Pengembangan,544,2023-06-23,2024-12-18,"Rp417.875.667,00"
KTRK-101211,PT Indoinovasi Group,Pembelian,203,2024-10-11,2025-05-02,"Rp377.610.509,00"
KTRK-101212,PT Inovasi Digital Systems,Pengembangan,1057,2024-01-25,2026-12-17,"Rp291.049.165,00"
KTRK-101213,PT Komputasi Utama Tbk,Pembelian,361,2024-07-08,2025-07-04,"Rp181.284.287,00"
KTRK-101214,PT Teknologi Nusantara Systems,Pembelian,384,2024-11-17,2025-12-06,"Rp480.761.724,00"
KTRK-101215,PT Komputasi Utama Tbk,Pembelian,797,2024-01-21,2026-03-28,"Rp154.485.349,00"
KTRK-101216,PT Cakrawala Teknologi Systems,Pengembangan,313,2023-06-04,2024-04-12,"Rp314.671.516,00"
KTRK-101217,PT Aksara Teknologi Systems,Maintenance,257,2024-12-07,2025-08-21,"Rp322.331.284,00"
KTRK-101218,PT Mitra Satu Tbk,Pengembangan,629,2023-12-08,2025-08-28,"Rp215.108.732,00"
KTRK-101219,PT Solusi Digital Corp,Pengembangan,992,2023-09-08,2026-05-27,"Rp401.653.806,00"
KTRK-101220,PT Teknologi Nusantara Systems,Maintenance,371,2023-08-23,2024-08-28,"Rp258.564.302,00"
KTRK-101221,PT Cakrawala Teknologi Internasional,Maintenance,699,2023-01-17,2024-12-16,"Rp419.218.307,00"
KTRK-101222,PT Solusi Digital Group,Pembelian,256,2023-12-17,2024-08-29,"Rp395.837.625,00"
KTRK-101223,PT Indoinovasi Corp,Maintenance,1030,2024-11-12,2027-09-08,"Rp195.777.578,00"
KTRK-101224,PT Koneksi Global Group,Pembelian,749,2023-12-03,2025-12-21,"Rp153.832.260,00"
KTRK-101225,PT Indoinovasi Corp,Maintenance,825,2024-05-13,2026-08-16,"Rp175.818.272,00"
KTRK-101226,PT NetSol Solusindo,Pengembangan,630,2023-09-12,2025-06-03,"Rp296.725.482,00"
KTRK-101227,PT Inovasi Digital Tbk,Pengembangan,710,2024-02-26,2026-02-05,"Rp496.051.137,00"
KTRK-101228,PT Mitra Satu Tbk,Pengembangan,596,2024-05-03,2025-12-20,"Rp472.000.299,00"
KTRK-101229,PT Solusi Digital Tbk,Pengembangan,249,2023-03-15,2023-11-19,"Rp342.205.813,00"
KTRK-101230,PT Indoinovasi Internasional,Maintenance,658,2024-03-12,2025-12-30,"Rp453.793.513,00"
KTRK-101231,PT Mitra Satu Systems,Pengembangan,250,2024-12-10,2025-08-17,"Rp100.194.989,00"
KTRK-101232,PT Koneksi Global Group,Pembelian,734,2023-11-14,2025-11-17,"Rp163.473.471,00"
KTRK-101233,PT NetSol Internasional,Pembelian,545,2023-10-01,2025-03-29,"Rp317.416.036,00"
KTRK-101234,PT Aksara Teknologi Solusindo,Pembelian,359,2023-08-18,2024-08-11,"Rp185.108.486,00"
KTRK-101235,PT Mitra Satu Corp,Pembelian,604,2024-05-04,2025-12-29,"Rp271.541.210,00"
KTRK-101236,PT Aksara Teknologi Corp,Pengembangan,211,2023-01-18,2023-08-17,"Rp307.912.092,00"
KTRK-101237,PT Teknologi Nusantara Systems,Pembelian,957,2024-12-04,2027-07-19,"Rp294.767.422,00"
KTRK-101238,PT Indoinovasi Group,Maintenance,721,2023-04-11,2025-04-01,"Rp391.799.377,00"
KTRK-101239,PT BitData Solusindo,Pembelian,802,2023-08-05,2025-10-15,"Rp470.818.608,00"
KTRK-101240,PT Komputasi Utama Internasional,Maintenance,298,2023-04-19,2024-02-11,"Rp328.574.691,00"
KTRK-101241,PT Digikarya Systems,Pembelian,622,2024-05-13,2026-01-25,"Rp122.400.910,00"
KTRK-101242,PT Cakrawala Teknologi Internasional,Pengembangan,449,2023-02-18,2024-05-12,"Rp396.766.805,00"
KTRK-101243,PT Digikarya Internasional,Maintenance,359,2024-05-19,2025-05-13,"Rp273.266.938,00"
KTRK-101244,PT Inovasi Digital Internasional,Pembelian,602,2023-08-26,2025-04-19,"Rp487.932.266,00"
KTRK-101245,PT Cakrawala Teknologi Internasional,Maintenance,554,2023-10-19,2025-04-25,"Rp382.963.948,00"
KTRK-101246,PT Sibernetika Systems,Maintenance,620,2023-03-30,2024-12-09,"Rp440.045.999,00"
KTRK-101247,PT Mitra Satu Tbk,Pembelian,775,2023-01-07,2025-02-20,"Rp314.286.988,00"
KTRK-101248,PT Sibernetika Internasional,Pengembangan,211,2023-12-16,2024-07-14,"Rp231.580.840,00"
KTRK-101249,PT Komputasi Utama Systems,Pengembangan,182,2024-09-27,2025-03-28,"Rp465.761.548,00"
KTRK-101250,PT Inovasi Digital Systems,Maintenance,225,2023-06-16,2024-01-27,"Rp499.115.915,00"
KTRK-101251,PT Cakrawala Teknologi Corp,Maintenance,650,2024-05-28,2026-03-09,"Rp204.929.480,00"
KTRK-101252,PT Aksara Teknologi Internasional,Pengembangan,441,2024-02-08,2025-04-24,"Rp222.130.921,00"
KTRK-101253,PT Inovasi Digital Solusindo,Pengembangan,522,2023-10-24,2025-03-29,"Rp486.426.959,00"
KTRK-101254,PT Inovasi Digital Solusindo,Pembelian,561,2023-04-05,2024-10-17,"Rp211.283.323,00"
KTRK-101255,PT Indoinovasi Systems,Maintenance,937,2023-11-25,2026-06-19,"Rp473.542.258,00"
KTRK-101256,PT Cakrawala Teknologi Solusindo,Maintenance,524,2023-07-31,2025-01-05,"Rp350.926.201,00"
KTRK-101257,PT Aksara Teknologi Tbk,Maintenance,870,2024-04-01,2026-08-19,"Rp299.258.467,00"
KTRK-101258,PT Solusi Digital Solusindo,Pengembangan,745,2023-03-31,2025-04-14,"Rp390.271.139,00"
KTRK-101259,PT Digikarya Solusindo,Pembelian,205,2024-03-23,2024-10-14,"Rp160.163.572,00"
KTRK-101260,PT Teknologi Nusantara Solusindo,Pengembangan,357,2023-03-07,2024-02-27,"Rp311.368.095,00"
KTRK-101261,PT Indoinovasi Group,Maintenance,252,2023-01-09,2023-09-18,"Rp279.818.335,00"
KTRK-101262,PT Koneksi Global Corp,Pembelian,989,2023-10-30,2026-07-15,"Rp303.162.935,00"
KTRK-101263,PT Inovasi Digital Internasional,Maintenance,545,2023-05-07,2024-11-02,"Rp216.877.940,00"
KTRK-101264,PT Koneksi Global Group,Pengembangan,1091,2023-04-30,2026-04-25,"Rp352.322.272,00"
KTRK-101265,PT Indoinovasi Solusindo,Pengembangan,777,2024-12-16,2027-02-01,"Rp228.380.415,00"
KTRK-101266,PT BitData Solusindo,Pembelian,765,2023-12-13,2026-01-16,"Rp400.225.105,00"
KTRK-101267,PT Inovasi Digital Tbk,Pengembangan,1095,2024-07-17,2027-07-17,"Rp391.569.827,00"
KTRK-101268,PT Indoinovasi Tbk,Pembelian,231,2023-07-25,2024-03-12,"Rp463.758.605,00"
KTRK-101269,PT Mitra Satu Corp,Pembelian,523,2023-03-17,2024-08-21,"Rp137.130.876,00"
KTRK-101270,PT NetSol Internasional,Maintenance,655,2023-11-15,2025-08-31,"Rp277.695.420,00"
KTRK-101271,PT Komputasi Utama Internasional,Pembelian,556,2023-06-27,2025-01-03,"Rp424.677.244,00"
KTRK-101272,PT Komputasi Utama Solusindo,Maintenance,919,2024-03-02,2026-09-07,"Rp366.849.533,00"
KTRK-101273,PT NetSol Systems,Maintenance,689,2023-09-15,2025-08-04,"Rp219.038.877,00"
KTRK-101274,PT Teknologi Nusantara Solusindo,Pembelian,214,2023-06-09,2024-01-09,"Rp125.048.955,00"
KTRK-101275,PT NetSol Solusindo,Maintenance,469,2023-09-25,2025-01-06,"Rp417.008.130,00"
KTRK-101276,PT Indoinovasi Systems,Pengembangan,853,2023-10-31,2026-03-02,"Rp312.627.324,00"
KTRK-101277,PT Mitra Satu Internasional,Pengembangan,699,2023-06-07,2025-05-06,"Rp184.219.235,00"
KTRK-101278,PT Sibernetika Tbk,Pengembangan,1073,2024-04-16,2027-03-25,"Rp243.466.366,00"
KTRK-101279,PT Koneksi Global Tbk,Pengembangan,921,2023-11-12,2026-05-21,"Rp179.802.958,00"
KTRK-101280,PT Aksara Teknologi Tbk,Maintenance,847,2023-12-20,2026-04-15,"Rp146.145.838,00"
KTRK-101281,PT BitData Group,Pembelian,859,2023-09-06,2026-01-12,"Rp158.949.712,00"
KTRK-101282,PT Aksara Teknologi Systems,Pengembangan,663,2023-03-08,2024-12-30,"Rp361.909.632,00"
KTRK-101283,PT Inovasi Digital Internasional,Pengembangan,697,2023-06-30,2025-05-27,"Rp343.003.887,00"
KTRK-101284,PT Mitra Satu Solusindo,Pembelian,715,2024-04-14,2026-03-30,"Rp349.534.178,00"
KTRK-101285,PT Teknologi Nusantara Solusindo,Pengembangan,945,2023-02-20,2025-09-22,"Rp292.698.725,00"
KTRK-101286,PT Sibernetika Group,Maintenance,579,2024-10-16,2026-05-18,"Rp144.784.677,00"
KTRK-101287,PT Solusi Digital Group,Pengembangan,938,2024-03-07,2026-10-01,"Rp349.124.602,00"
KTRK-101288,PT Solusi Digital Systems,Pembelian,630,2023-05-18,2025-02-06,"Rp109.164.341,00"
KTRK-101289,PT BitData Solusindo,Maintenance,230,2024-04-22,2024-12-08,"Rp100.644.475,00"
KTRK-101290,PT Solusi Digital Group,Pengembangan,257,2024-09-21,2025-06-05,"Rp433.687.400,00"
KTRK-101291,PT Inovasi Digital Internasional,Maintenance,454,2024-11-19,2026-02-16,"Rp316.757.648,00"
KTRK-101292,PT Cakrawala Teknologi Group,Maintenance,406,2024-05-31,2025-07-11,"Rp278.456.594,00"
KTRK-101293,PT BitData Systems,Maintenance,960,2023-09-26,2026-05-13,"Rp352.121.353,00"
KTRK-101294,PT Teknologi Nusantara Corp,Pembelian,219,2023-11-17,2024-06-23,"Rp400.891.516,00"
KTRK-101295,PT NetSol Systems,Pengembangan,269,2023-12-20,2024-09-14,"Rp184.961.465,00"
KTRK-101296,PT Aksara Teknologi Tbk,Pengembangan,296,2023-10-22,2024-08-13,"Rp216.725.767,00"
KTRK-101297,PT Koneksi Global Group,Pengembangan,534,2023-11-12,2025-04-29,"Rp155.726.731,00"
KTRK-101298,PT Inovasi Digital Systems,Pembelian,886,2023-12-09,2026-05-13,"Rp492.432.216,00"
KTRK-101299,PT Inovasi Digital Group,Pembelian,244,2024-04-26,2024-12-26,"Rp116.909.119,00"
KTRK-101300,PT Sibernetika Tbk,Pembelian,320,2024-02-05,2024-12-21,"Rp302.299.782,00"
KTRK-101301,PT Komputasi Utama Internasional,Pembelian,822,2023-04-30,2025-07-30,"Rp269.090.896,00"
KTRK-101302,PT Sibernetika Systems,Pembelian,1028,2024-04-07,2027-01-30,"Rp461.430.325,00"
KTRK-101303,PT Koneksi Global Corp,Pembelian,866,2023-08-02,2025-12-15,"Rp128.406.360,00"
KTRK-101304,PT Mitra Satu Internasional,Pengembangan,837,2023-05-03,2025-08-17,"Rp405.875.963,00"
KTRK-101305,PT Aksara Teknologi Systems,Pembelian,336,2024-10-20,2025-09-21,"Rp456.285.271,00"
KTRK-101306,PT Digikarya Internasional,Pengembangan,855,2023-11-16,2026-03-20,"Rp146.578.319,00"
KTRK-101307,PT Inovasi Digital Solusindo,Pembelian,401,2024-09-20,2025-10-26,"Rp430.759.880,00"
KTRK-101308,PT Sibernetika Internasional,Pengembangan,1020,2024-05-29,2027-03-15,"Rp254.396.792,00"
KTRK-101309,PT Koneksi Global Systems,Pembelian,424,2024-06-14,2025-08-12,"Rp425.774.270,00"
KTRK-101310,PT Solusi Digital Corp,Pengembangan,277,2023-12-21,2024-09-23,"Rp246.191.826,00"
KTRK-101311,PT Cakrawala Teknologi Solusindo,Pembelian,952,2024-09-01,2027-04-11,"Rp303.248.573,00"
KTRK-101312,PT Inovasi Digital Group,Pengembangan,624,2023-01-10,2024-09-25,"Rp119.344.998,00"
KTRK-101313,PT Cakrawala Teknologi Corp,Pengembangan,1049,2023-09-18,2026-08-02,"Rp137.431.767,00"
KTRK-101314,PT Sibernetika Solusindo,Maintenance,520,2023-07-13,2024-12-14,"Rp102.717.819,00"
KTRK-101315,PT Sibernetika Group,Pembelian,755,2024-12-22,2027-01-16,"Rp481.687.253,00"
KTRK-101316,PT Koneksi Global Tbk,Pengembangan,346,2023-12-26,2024-12-06,"Rp180.295.964,00"
KTRK-101317,PT Digikarya Tbk,Pengembangan,604,2023-02-06,2024-10-02,"Rp462.741.490,00"
KTRK-101318,PT Digikarya Corp,Maintenance,732,2023-02-15,2025-02-16,"Rp182.345.585,00"
KTRK-101319,PT Komputasi Utama Internasional,Pengembangan,546,2024-11-11,2026-05-11,"Rp472.375.169,00"
KTRK-101320,PT NetSol Corp,Maintenance,603,2023-08-19,2025-04-13,"Rp206.816.831,00"
KTRK-101321,PT Komputasi Utama Solusindo,Pengembangan,249,2024-05-07,2025-01-11,"Rp181.429.751,00"
KTRK-101322,PT Sibernetika Group,Maintenance,829,2024-06-07,2026-09-14,"Rp318.660.634,00"
KTRK-101323,PT Aksara Teknologi Group,Pengembangan,1006,2024-01-29,2026-10-31,"Rp218.336.705,00"
KTRK-101324,PT Digikarya Systems,Pengembangan,604,2023-11-27,2025-07-23,"Rp175.078.121,00"
KTRK-101325,PT Sibernetika Group,Maintenance,928,2024-10-19,2027-05-05,"Rp317.525.082,00"
KTRK-101326,PT BitData Corp,Maintenance,590,2023-11-16,2025-06-28,"Rp324.315.669,00"
KTRK-101327,PT BitData Group,Maintenance,674,2024-11-30,2026-10-05,"Rp318.500.952,00"
KTRK-101328,PT Cakrawala Teknologi Solusindo,Pembelian,936,2023-07-31,2026-02-21,"Rp473.806.847,00"
KTRK-101329,PT Sibernetika Corp,Pengembangan,1013,2024-07-15,2027-04-24,"Rp148.839.067,00"
KTRK-101330,PT Cakrawala Teknologi Corp,Pembelian,611,2024-09-29,2026-06-02,"Rp126.796.955,00"
KTRK-101331,PT Koneksi Global Corp,Pembelian,238,2024-04-23,2024-12-17,"Rp389.754.178,00"
KTRK-101332,PT Digikarya Solusindo,Maintenance,193,2024-11-19,2025-05-31,"Rp334.975.452,00"
KTRK-101333,PT Digikarya Systems,Pembelian,643,2024-01-21,2025-10-25,"Rp120.842.094,00"
KTRK-101334,PT Komputasi Utama Tbk,Maintenance,972,2023-06-25,2026-02-21,"Rp494.183.678,00"
KTRK-101335,PT Komputasi Utama Internasional,Pengembangan,281,2023-02-14,2023-11-22,"Rp394.678.607,00"
KTRK-101336,PT Digikarya Tbk,Pengembangan,658,2024-03-26,2026-01-13,"Rp226.082.900,00"
KTRK-101337,PT Digikarya Corp,Pengembangan,815,2024-03-25,2026-06-18,"Rp331.406.052,00"
KTRK-101338,PT Inovasi Digital Corp,Maintenance,336,2023-08-21,2024-07-22,"Rp427.642.622,00"
KTRK-101339,PT NetSol Tbk,Pengembangan,967,2024-05-25,2027-01-17,"Rp259.396.989,00"
KTRK-101340,PT Teknologi Nusantara Group,Pembelian,1092,2023-01-03,2025-12-30,"Rp473.051.440,00"
KTRK-101341,PT Mitra Satu Tbk,Pengembangan,284,2024-08-19,2025-05-30,"Rp263.395.093,00"
KTRK-101342,PT Solusi Digital Group,Pengembangan,840,2023-11-09,2026-02-26,"Rp447.744.781,00"
KTRK-101343,PT Teknologi Nusantara Solusindo,Pengembangan,855,2024-03-21,2026-07-24,"Rp298.146.786,00"
KTRK-101344,PT BitData Solusindo,Pengembangan,763,2023-06-11,2025-07-13,"Rp450.177.920,00"
KTRK-101345,PT Solusi Digital Systems,Pembelian,455,2023-08-16,2024-11-13,"Rp263.624.267,00"
KTRK-101346,PT Inovasi Digital Solusindo,Pengembangan,926,2024-09-18,2027-04-02,"Rp381.645.727,00"
KTRK-101347,PT Komputasi Utama Solusindo,Pembelian,534,2023-12-08,2025-05-25,"Rp366.083.768,00"
KTRK-101348,PT Teknologi Nusantara Systems,Maintenance,996,2024-03-16,2026-12-07,"Rp152.658.180,00"
KTRK-101349,PT Mitra Satu Group,Pengembangan,901,2023-05-24,2025-11-10,"Rp476.997.682,00"
KTRK-101350,PT Solusi Digital Group,Pembelian,846,2024-05-02,2026-08-26,"Rp489.331.014,00"
KTRK-101351,PT Komputasi Utama Tbk,Maintenance,447,2023-07-19,2024-10-08,"Rp488.829.628,00"
KTRK-101352,PT Digikarya Systems,Maintenance,830,2023-12-05,2026-03-14,"Rp467.664.623,00"
KTRK-101353,PT Sibernetika Internasional,Pengembangan,964,2024-03-29,2026-11-18,"Rp465.612.950,00"
KTRK-101354,PT Inovasi Digital Internasional,Pengembangan,995,2023-04-18,2026-01-07,"Rp434.429.378,00"
KTRK-101355,PT Aksara Teknologi Internasional,Maintenance,225,2023-08-31,2024-04-12,"Rp240.057.735,00"
KTRK-101356,PT Inovasi Digital Group,Maintenance,945,2024-08-01,2027-03-04,"Rp130.898.794,00"
KTRK-101357,PT Aksara Teknologi Corp,Maintenance,661,2024-04-17,2026-02-07,"Rp287.763.463,00"
KTRK-101358,PT Mitra Satu Systems,Pengembangan,1047,2024-05-04,2027-03-17,"Rp428.405.870,00"
KTRK-101359,PT Digikarya Group,Pengembangan,857,2023-05-07,2025-09-10,"Rp293.553.619,00"
KTRK-101360,PT Sibernetika Internasional,Pengembangan,846,2024-04-05,2026-07-30,"Rp395.816.359,00"
KTRK-101361,PT BitData Solusindo,Maintenance,879,2023-05-02,2025-09-27,"Rp169.185.677,00"
KTRK-101362,PT Inovasi Digital Group,Pengembangan,444,2024-12-27,2026-03-16,"Rp237.237.055,00"
KTRK-101363,PT Mitra Satu Corp,Pengembangan,913,2023-07-11,2026-01-09,"Rp140.785.360,00"
KTRK-101364,PT NetSol Group,Maintenance,784,2023-10-19,2025-12-11,"Rp435.542.408,00"
KTRK-101365,PT Cakrawala Teknologi Tbk,Pengembangan,1077,2023-12-11,2026-11-22,"Rp168.880.827,00"
KTRK-101366,PT Mitra Satu Corp,Maintenance,270,2023-03-30,2023-12-25,"Rp193.478.170,00"
KTRK-101367,PT Inovasi Digital Systems,Pengembangan,959,2024-08-02,2027-03-19,"Rp131.768.890,00"
KTRK-101368,PT Mitra Satu Group,Pembelian,927,2024-09-23,2027-04-08,"Rp340.529.833,00"
KTRK-101369,PT Solusi Digital Corp,Pengembangan,224,2024-11-07,2025-06-19,"Rp308.650.465,00"
KTRK-101370,PT Indoinovasi Systems,Pembelian,489,2023-10-10,2025-02-10,"Rp352.429.190,00"
KTRK-101371,PT NetSol Tbk,Pembelian,529,2023-07-14,2024-12-24,"Rp329.873.217,00"
KTRK-101372,PT Inovasi Digital Systems,Pengembangan,756,2023-10-17,2025-11-11,"Rp447.103.921,00"
KTRK-101373,PT NetSol Corp,Pengembangan,350,2023-09-28,2024-09-12,"Rp341.151.881,00"
KTRK-101374,PT NetSol Systems,Maintenance,1013,2024-08-18,2027-05-28,"Rp140.666.832,00"
KTRK-101375,PT NetSol Solusindo,Maintenance,623,2024-05-12,2026-01-25,"Rp154.022.954,00"
KTRK-101376,PT Cakrawala Teknologi Group,Maintenance,771,2023-12-22,2026-01-31,"Rp147.480.937,00"
KTRK-101377,PT Cakrawala Teknologi Internasional,Pengembangan,817,2024-02-16,2026-05-13,"Rp225.972.906,00"
KTRK-101378,PT BitData Group,Pembelian,821,2024-08-04,2026-11-03,"Rp247.443.710,00"
KTRK-101379,PT Solusi Digital Systems,Pengembangan,423,2024-05-29,2025-07-26,"Rp263.317.364,00"
KTRK-101380,PT Sibernetika Systems,Maintenance,478,2023-05-01,2024-08-21,"Rp475.121.880,00"
KTRK-101381,PT Inovasi Digital Solusindo,Maintenance,957,2024-08-29,2027-04-13,"Rp390.421.258,00"
KTRK-101382,PT Sibernetika Tbk,Pembelian,843,2024-11-19,2027-03-12,"Rp492.976.709,00"
KTRK-101383,PT NetSol Systems,Maintenance,1027,2023-08-05,2026-05-28,"Rp443.466.650,00"
KTRK-101384,PT Digikarya Internasional,Maintenance,472,2024-01-19,2025-05-05,"Rp380.909.632,00"
KTRK-101385,PT Sibernetika Tbk,Maintenance,530,2024-01-28,2025-07-11,"Rp407.038.534,00"
KTRK-101386,PT Mitra Satu Tbk,Pengembangan,1094,2023-08-12,2026-08-10,"Rp423.110.455,00"
KTRK-101387,PT NetSol Internasional,Pembelian,884,2024-12-31,2027-06-03,"Rp421.568.503,00"
KTRK-101388,PT Solusi Digital Tbk,Maintenance,867,2023-04-04,2025-08-18,"Rp234.102.197,00"
KTRK-101389,PT BitData Corp,Maintenance,689,2023-10-01,2025-08-20,"Rp261.678.012,00"
KTRK-101390,PT Solusi Digital Tbk,Pembelian,859,2024-09-13,2027-01-20,"Rp125.327.011,00"
KTRK-101391,PT Sibernetika Corp,Pembelian,789,2023-02-01,2025-03-31,"Rp319.077.898,00"
KTRK-101392,PT Digikarya Tbk,Pengembangan,891,2023-02-10,2025-07-20,"Rp169.506.662,00"
KTRK-101393,PT Inovasi Digital Tbk,Pengembangan,281,2023-08-09,2024-05-16,"Rp227.805.410,00"
KTRK-101394,PT NetSol Corp,Pembelian,818,2023-11-09,2026-02-04,"Rp359.382.236,00"
KTRK-101395,PT Mitra Satu Corp,Pembelian,830,2023-02-19,2025-05-29,"Rp498.771.273,00"
KTRK-101396,PT Sibernetika Systems,Maintenance,258,2024-05-28,2025-02-10,"Rp212.888.806,00"
KTRK-101397,PT NetSol Tbk,Pembelian,830,2024-11-13,2027-02-21,"Rp429.474.160,00"
KTRK-101398,PT Koneksi Global Corp,Pembelian,318,2023-12-31,2024-11-13,"Rp485.323.528,00"
KTRK-101399,PT Aksara Teknologi Systems,Pembelian,648,2023-10-14,2025-07-23,"Rp162.884.051,00"
KTRK-101400,PT Aksara Teknologi Internasional,Maintenance,1060,2024-08-27,2027-07-23,"Rp308.572.321,00"
KTRK-101401,PT Aksara Teknologi Group,Maintenance,1022,2024-03-31,2027-01-17,"Rp471.009.746,00"
KTRK-101402,PT Koneksi Global Solusindo,Pembelian,983,2023-06-11,2026-02-18,"Rp143.159.118,00"
KTRK-101403,PT Inovasi Digital Internasional,Maintenance,1064,2024-05-10,2027-04-09,"Rp249.308.457,00"
KTRK-101404,PT Aksara Teknologi Systems,Pengembangan,578,2024-08-22,2026-03-23,"Rp174.556.883,00"
KTRK-101405,PT Digikarya Group,Pembelian,738,2023-04-26,2025-05-03,"Rp339.029.783,00"
KTRK-101406,PT Solusi Digital Tbk,Pembelian,905,2023-04-01,2025-09-22,"Rp197.327.268,00"
KTRK-101407,PT Solusi Digital Solusindo,Pembelian,440,2023-04-01,2024-06-14,"Rp369.979.365,00"
KTRK-101408,PT Koneksi Global Internasional,Pembelian,422,2024-05-23,2025-07-19,"Rp272.726.343,00"
KTRK-101409,PT Solusi Digital Tbk,Maintenance,625,2023-11-25,2025-08-11,"Rp130.619.751,00"
KTRK-101410,PT Digikarya Corp,Maintenance,1028,2024-06-22,2027-04-16,"Rp315.640.174,00"
KTRK-101411,PT BitData Systems,Pengembangan,851,2023-01-22,2025-05-22,"Rp309.797.784,00"
KTRK-101412,PT Digikarya Corp,Pengembangan,665,2023-07-08,2025-05-03,"Rp351.803.568,00"
KTRK-101413,PT Komputasi Utama Tbk,Pembelian,636,2023-08-19,2025-05-16,"Rp127.799.486,00"
KTRK-101414,PT Teknologi Nusantara Solusindo,Pembelian,998,2024-10-23,2027-07-18,"Rp159.373.489,00"
KTRK-101415,PT Mitra Satu Corp,Maintenance,530,2024-10-17,2026-03-31,"Rp159.928.836,00"
KTRK-101416,PT Aksara Teknologi Systems,Pembelian,989,2024-10-18,2027-07-04,"Rp251.097.993,00"
KTRK-101417,PT Teknologi Nusantara Group,Pengembangan,909,2024-08-26,2027-02-21,"Rp485.414.381,00"
KTRK-101418,PT Solusi Digital Internasional,Maintenance,198,2023-08-15,2024-02-29,"Rp350.639.882,00"
KTRK-101419,PT Komputasi Utama Corp,Maintenance,1021,2024-07-05,2027-04-22,"Rp378.288.679,00"
KTRK-101420,PT BitData Systems,Pembelian,830,2024-06-04,2026-09-12,"Rp280.895.315,00"
KTRK-101421,PT Solusi Digital Tbk,Pengembangan,445,2023-05-30,2024-08-17,"Rp294.117.614,00"
KTRK-101422,PT BitData Tbk,Pengembangan,370,2023-04-10,2024-04-14,"Rp109.018.732,00"
KTRK-101423,PT Cakrawala Teknologi Group,Pengembangan,843,2023-04-09,2025-07-30,"Rp307.601.923,00"
KTRK-101424,PT Inovasi Digital Internasional,Pengembangan,721,2024-10-02,2026-09-23,"Rp225.095.838,00"
KTRK-101425,PT Cakrawala Teknologi Systems,Maintenance,564,2023-07-07,2025-01-21,"Rp169.366.633,00"
KTRK-101426,PT Mitra Satu Corp,Pembelian,636,2024-03-06,2025-12-02,"Rp340.686.413,00"
KTRK-101427,PT Inovasi Digital Systems,Pembelian,646,2024-09-01,2026-06-09,"Rp407.477.565,00"
KTRK-101428,PT Koneksi Global Group,Pengembangan,253,2023-06-17,2024-02-25,"Rp296.941.139,00"
KTRK-101429,PT Solusi Digital Internasional,Pengembangan,1047,2024-11-06,2027-09-19,"Rp445.224.181,00"
KTRK-101430,PT Teknologi Nusantara Group,Pengembangan,359,2024-10-13,2025-10-07,"Rp486.833.811,00"
KTRK-101431,PT Teknologi Nusantara Systems,Pengembangan,419,2023-10-28,2024-12-20,"Rp463.605.798,00"
KTRK-101432,PT NetSol Group,Pengembangan,865,2023-04-19,2025-08-31,"Rp220.931.352,00"
KTRK-101433,PT Solusi Digital Tbk,Maintenance,1085,2023-01-25,2026-01-14,"Rp296.129.298,00"
KTRK-101434,PT Inovasi Digital Internasional,Pembelian,1070,2023-07-11,2026-06-15,"Rp132.282.974,00"
KTRK-101435,PT Solusi Digital Tbk,Pembelian,805,2023-10-12,2025-12-25,"Rp223.600.047,00"
KTRK-101436,PT Indoinovasi Tbk,Pembelian,769,2024-01-03,2026-02-10,"Rp147.972.523,00"
KTRK-101437,PT Sibernetika Systems,Pengembangan,204,2024-07-08,2025-01-28,"Rp147.457.693,00"
KTRK-101438,PT Sibernetika Internasional,Pembelian,295,2024-04-24,2025-02-13,"Rp416.537.515,00"
KTRK-101439,PT BitData Solusindo,Pengembangan,273,2024-02-07,2024-11-06,"Rp283.294.213,00"
KTRK-101440,PT Teknologi Nusantara Internasional,Pembelian,664,2023-07-17,2025-05-11,"Rp465.438.753,00"
KTRK-101441,PT Komputasi Utama Systems,Pembelian,820,2024-07-09,2026-10-07,"Rp362.922.231,00"
KTRK-101442,PT Digikarya Solusindo,Maintenance,995,2023-01-08,2025-09-29,"Rp400.098.888,00"
KTRK-101443,PT Koneksi Global Systems,Pengembangan,972,2023-06-09,2026-02-05,"Rp383.148.800,00"
KTRK-101444,PT Solusi Digital Solusindo,Maintenance,329,2024-06-19,2025-05-14,"Rp219.948.404,00"
